# BUSCO version is: 3.0.1 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 65, number of BUSCOs: 978)
# To reproduce this run: python /scratch/mutemi/BUSCO_Platy_seq/BUSCO_results/BUSCO_PacBio_Platy/run_BUSCO.py -i /scratch/mutemi/BUSCO_Platy_seq/platygenome_Seq_Data/canu_pacbio.contigs.fasta -o busco_platy_canu_pacbio_%j -l /scratch/mutemi/BUSCO_Platy_seq/BUSCO_Lineages/metazoa_odb9/ -m genome -c 1 --long -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091G02C8	Complete	tig00023546	1046	27741	290.0	374
EOG091G02E4	Complete	tig00375299	13912	43598	330.3	378
EOG091G02FR	Complete	tig00041472	173	38567	502.3	364
EOG091G02HY	Complete	tig00001760	63276	77041	593.8	557
EOG091G02IP	Complete	tig00005560	38902	49697	882.2	602
EOG091G02LY	Duplicated	tig00018746	33182	47463	833.0	539
EOG091G02LY	Duplicated	tig00024644	19072	43287	713.0	456
EOG091G02MR	Complete	tig00008867	44984	74287	988.3	713
EOG091G02NH	Complete	tig00006523	30007	60021	1241.5	716
EOG091G02NO	Complete	tig00005720	63256	74547	803.1	510
EOG091G02O5	Complete	tig00377752	5216	16255	122.2	119
EOG091G02O6	Complete	tig00001587	143646	178428	847.1	577
EOG091G02OE	Complete	tig00375907	17538	32379	199.1	368
EOG091G02P2	Complete	tig00377681	1	24125	421.1	402
EOG091G02UC	Complete	tig00037572	8076	32631	378.2	400
EOG091G02V5	Complete	tig00083968	312629	326785	813.9	539
EOG091G02VO	Complete	tig00021854	31878	40245	160.8	161
EOG091G02WU	Complete	tig00001571	96721	102991	607.7	531
EOG091G02ZI	Complete	tig00044608	1164	16149	308.3	198
EOG091G0307	Complete	tig00000950	252353	277563	808.1	579
EOG091G031X	Complete	tig00000610	198777	216859	687.6	529
EOG091G0321	Complete	tig00016123	20145	42399	491.2	476
EOG091G0349	Complete	tig00001088	710	22457	547.2	553
EOG091G036A	Fragmented	tig00053938	6546	16330	308.4	249
EOG091G036C	Fragmented	tig00004370	6806	18691	167.0	173
EOG091G036T	Complete	tig00037910	1	33987	565.4	549
EOG091G038T	Complete	tig00010789	5694	48555	436.1	325
EOG091G038X	Complete	tig00083675	896026	921447	466.9	469
EOG091G03AN	Complete	tig00058465	2145	15412	261.0	409
EOG091G03B9	Missing
EOG091G03BV	Complete	tig00005308	208980	214375	539.8	340
EOG091G03C0	Missing
EOG091G03C7	Complete	tig00083508	133921	143404	858.7	490
EOG091G03D7	Complete	tig00000344	752951	782118	410.2	363
EOG091G03DT	Fragmented	tig00015233	40458	63333	178.8	168
EOG091G03FL	Missing
EOG091G03G3	Complete	tig00033630	11814	24785	537.6	452
EOG091G03H4	Fragmented	tig00061381	1	10195	165.6	115
EOG091G03I1	Missing
EOG091G03JF	Duplicated	tig00008207	31002	51828	419.5	362
EOG091G03JF	Duplicated	tig00378943	818	17392	418.2	281
EOG091G03JG	Complete	tig00005685	3056	25963	708.6	462
EOG091G03JX	Complete	tig00083724	257459	277592	593.4	513
EOG091G03LI	Complete	tig00013418	26184	48334	639.6	465
EOG091G03M4	Complete	tig00012513	53357	63538	609.4	531
EOG091G03O0	Complete	tig00004728	67339	82935	751.3	544
EOG091G03OT	Complete	tig00005529	79715	91933	979.8	567
EOG091G03P0	Complete	tig00023112	12760	33015	761.5	553
EOG091G03PD	Complete	tig00083616	249312	265054	604.0	394
EOG091G03QC	Complete	tig00088590	169143	182158	651.4	512
EOG091G03RW	Complete	tig00004731	54924	72576	384.8	376
EOG091G03SE	Missing
EOG091G03TX	Complete	tig00000189	195783	206494	1438.9	818
EOG091G03TZ	Complete	tig00062239	6339	15675	460.8	405
EOG091G03X8	Duplicated	tig00013950	54054	85311	335.7	448
EOG091G03X8	Duplicated	tig00016705	3969	40757	335.8	443
EOG091G03XO	Complete	tig00378545	13686	30254	695.2	413
EOG091G03XS	Fragmented	tig00030803	14509	33460	143.0	101
EOG091G03Y8	Missing
EOG091G03Z1	Complete	tig00001585	330954	341482	717.4	569
EOG091G03ZS	Fragmented	tig00040587	7296	22349	208.0	147
EOG091G040D	Complete	tig00029753	12456	31375	582.6	494
EOG091G040G	Complete	tig00001357	457754	465825	881.4	526
EOG091G040L	Complete	tig00008581	88209	120389	337.8	352
EOG091G046H	Missing
EOG091G046Y	Complete	tig00003922	20903	39409	770.1	475
EOG091G048B	Missing
EOG091G0495	Fragmented	tig00376665	50115	60496	196.5	147
EOG091G049W	Missing
EOG091G04CK	Complete	tig00084379	187205	201494	739.0	590
EOG091G04D1	Complete	tig00003527	521	32755	550.9	514
EOG091G04EX	Duplicated	tig00012340	35404	72305	589.4	422
EOG091G04EX	Duplicated	tig00024418	4582	40445	542.5	423
EOG091G04FV	Complete	tig00050495	1	26554	337.8	332
EOG091G04GK	Complete	tig00087277	43744	63899	399.3	462
EOG091G04GW	Complete	tig00001067	35184	66151	491.0	403
EOG091G04IK	Complete	tig00044689	11151	27295	437.3	413
EOG091G04JK	Missing
EOG091G04LC	Complete	tig00084504	308118	322696	461.5	498
EOG091G04MA	Duplicated	tig00013022	27255	47727	234.3	343
EOG091G04MA	Duplicated	tig00015850	9121	29551	235.7	345
EOG091G04RS	Complete	tig00085016	132191	142760	729.2	417
EOG091G04WH	Complete	tig00084190	327173	336581	646.9	481
EOG091G050A	Complete	tig00088043	5736	25051	263.6	234
EOG091G050Q	Missing
EOG091G0525	Fragmented	tig00052170	1	13095	80.8	170
EOG091G0530	Missing
EOG091G053A	Complete	tig00063311	846	15832	734.8	363
EOG091G053D	Duplicated	tig00037261	2625	26609	210.5	265
EOG091G053D	Duplicated	tig00086409	21244	41398	204.5	265
EOG091G053R	Complete	tig00021332	639	23211	383.2	496
EOG091G054P	Duplicated	tig00028601	10681	34887	55.3	79
EOG091G054P	Duplicated	tig00062701	668	14125	59.7	87
EOG091G0554	Missing
EOG091G057L	Complete	tig00001775	478194	493800	284.8	489
EOG091G059G	Fragmented	tig00047287	18161	31115	210.4	168
EOG091G05AA	Complete	tig00017925	2016	23731	720.3	412
EOG091G05AH	Complete	tig00003285	19789	36179	573.8	357
EOG091G05CI	Complete	tig00010855	28659	37469	592.5	483
EOG091G05D7	Complete	tig00381454	171408	194347	246.5	280
EOG091G05EU	Duplicated	tig00009025	13756	37293	603.4	472
EOG091G05EU	Duplicated	tig00377230	566	38562	603.4	472
EOG091G05FE	Complete	tig00023879	37486	50000	661.6	536
EOG091G05GZ	Complete	tig00005173	47332	55531	548.0	511
EOG091G05IH	Missing
EOG091G05IK	Complete	tig00041512	32156	48025	553.6	372
EOG091G05K5	Complete	tig00084405	17046	28147	732.4	503
EOG091G05K7	Complete	tig00084190	297797	324392	515.1	602
EOG091G05KR	Fragmented	tig00031991	2916	12665	388.3	229
EOG091G05LX	Complete	tig00035576	13273	36462	325.1	327
EOG091G05N4	Complete	tig00002908	100263	122243	412.5	319
EOG091G05NK	Complete	tig00083922	250438	280754	499.7	520
EOG091G05NZ	Complete	tig00083968	52263	60222	214.0	385
EOG091G05OR	Missing
EOG091G05OW	Complete	tig00086587	14136	42544	769.6	463
EOG091G05Q0	Missing
EOG091G05Q6	Complete	tig00375154	106280	130380	510.7	374
EOG091G05RA	Complete	tig00022465	122	17155	349.0	270
EOG091G05SE	Complete	tig00022229	21110	46875	710.6	429
EOG091G05T4	Complete	tig00001622	268696	294937	708.6	479
EOG091G05TG	Complete	tig00024026	13864	29285	760.8	476
EOG091G05UF	Complete	tig00000344	1017524	1049978	578.4	431
EOG091G05X1	Complete	tig00032012	5742	28886	338.5	450
EOG091G05XY	Complete	tig00001873	5604	18105	311.2	341
EOG091G05YC	Complete	tig00002694	97523	103372	401.3	373
EOG091G05ZE	Complete	tig00083759	277694	294742	548.4	373
EOG091G05ZJ	Missing
EOG091G060D	Fragmented	tig00011104	35828	45594	200.2	162
EOG091G0627	Complete	tig00375069	362811	397672	305.5	304
EOG091G0628	Complete	tig00035661	1	15915	446.6	323
EOG091G062X	Fragmented	tig00061951	4246	15513	58.6	116
EOG091G065D	Complete	tig00002728	138823	154546	706.6	463
EOG091G066W	Complete	tig00006891	61029	73177	506.9	492
EOG091G069C	Complete	tig00019705	10971	37675	356.6	317
EOG091G06CB	Complete	tig00004914	199637	206500	538.2	376
EOG091G06DH	Duplicated	tig00012613	1101	16187	255.4	278
EOG091G06DH	Duplicated	tig00033823	24612	48227	297.2	348
EOG091G06EF	Complete	tig00003243	4682	9345	580.1	367
EOG091G06HP	Complete	tig00083581	584802	611687	483.6	382
EOG091G06I3	Fragmented	tig00081520	1	10035	159.9	175
EOG091G06I8	Complete	tig00083757	274743	280419	716.7	371
EOG091G06J6	Complete	tig00041135	2224	44038	429.4	440
EOG091G06JJ	Fragmented	tig00379078	7316	14205	118.7	88
EOG091G06LW	Complete	tig00018563	36870	65737	618.1	395
EOG091G06M8	Complete	tig00013886	32505	34939	861.8	478
EOG091G06MR	Complete	tig00016116	44906	62087	285.6	247
EOG091G06OM	Complete	tig00022315	6331	12495	575.1	368
EOG091G06ON	Complete	tig00084336	101951	111013	489.4	323
EOG091G06OP	Complete	tig00083570	213474	234929	512.8	381
EOG091G06P4	Complete	tig00083754	468432	481004	577.4	424
EOG091G06QP	Complete	tig00374943	343131	368118	478.6	451
EOG091G06S3	Complete	tig00083713	4406	39810	589.4	372
EOG091G06U0	Complete	tig00013674	37451	62002	677.0	391
EOG091G06XK	Complete	tig00010419	91482	99982	390.3	364
EOG091G06Y3	Duplicated	tig00022865	9704	41825	506.3	447
EOG091G06Y3	Duplicated	tig00375424	336	8886	460.1	401
EOG091G06Y7	Missing
EOG091G06YD	Complete	tig00054892	4686	13388	280.7	262
EOG091G0703	Complete	tig00041926	22792	36717	469.8	411
EOG091G073F	Complete	tig00030592	15661	25855	621.6	356
EOG091G074G	Complete	tig00029776	56	7984	382.9	275
EOG091G074J	Complete	tig00068739	884	10794	209.8	171
EOG091G074U	Complete	tig00010249	18723	27185	398.2	310
EOG091G075F	Complete	tig00007165	3898	25861	488.5	337
EOG091G075K	Fragmented	tig00375998	27575	37284	133.1	83
EOG091G0769	Complete	tig00084231	201835	216498	519.3	361
EOG091G0781	Complete	tig00000563	531278	546388	424.8	423
EOG091G078D	Complete	tig00378151	2386	30390	225.2	231
EOG091G079R	Complete	tig00084068	38420	49636	667.8	346
EOG091G07CE	Fragmented	tig00037325	4996	15749	249.5	142
EOG091G07D9	Complete	tig00038030	28568	33947	679.5	388
EOG091G07DR	Missing
EOG091G07EJ	Complete	tig00003127	179583	192944	342.2	252
EOG091G07FP	Fragmented	tig00085066	143775	150595	30.7	34
EOG091G07IK	Duplicated	tig00023107	22922	35395	646.0	447
EOG091G07IK	Duplicated	tig00086413	3818	27645	621.1	442
EOG091G07IY	Complete	tig00000750	651976	659687	562.3	360
EOG091G07KC	Complete	tig00083581	402749	427452	411.6	344
EOG091G07KL	Fragmented	tig00036153	423	7262	74.0	103
EOG091G07N5	Complete	tig00084640	84599	94416	209.3	222
EOG091G07N8	Fragmented	tig00042767	1	26575	272.7	206
EOG091G07NJ	Complete	tig00045717	1126	20465	317.6	313
EOG091G07OD	Complete	tig00024330	36167	55290	503.5	362
EOG091G07PH	Fragmented	tig00030780	37664	45690	66.4	52
EOG091G07PR	Complete	tig00083627	180899	199090	415.4	325
EOG091G07PV	Complete	tig00001775	436681	459743	768.2	447
EOG091G07Q3	Fragmented	tig00049528	1327	14039	80.4	56
EOG091G07QN	Complete	tig00377767	21342	35254	412.7	315
EOG091G07S9	Fragmented	tig00060809	1	13099	318.4	203
EOG091G07VQ	Complete	tig00024098	56997	66237	259.8	217
EOG091G07Z0	Missing
EOG091G07Z1	Complete	tig00004457	140823	148284	323.3	272
EOG091G07Z5	Complete	tig00036678	25310	33810	531.3	334
EOG091G0803	Missing
EOG091G0814	Missing
EOG091G081C	Duplicated	tig00009978	89050	106952	383.1	308
EOG091G081C	Duplicated	tig00037345	31770	55475	354.3	308
EOG091G081H	Duplicated	tig00019891	20183	57098	408.7	410
EOG091G081H	Duplicated	tig00024529	1	24435	359.1	332
EOG091G085U	Complete	tig00049522	17114	22625	342.2	299
EOG091G087E	Complete	tig00030328	301	22916	485.8	464
EOG091G088L	Complete	tig00046685	4133	10984	343.1	261
EOG091G089T	Duplicated	tig00043620	12824	26922	353.0	366
EOG091G089T	Duplicated	tig00048634	10146	34049	367.6	348
EOG091G08BK	Complete	tig00376188	5206	18860	725.3	470
EOG091G08D1	Missing
EOG091G08DN	Missing
EOG091G08FX	Duplicated	tig00022478	18006	52347	507.4	313
EOG091G08FX	Duplicated	tig00087484	15615	33595	532.8	306
EOG091G08IJ	Duplicated	tig00032038	21735	37973	318.7	301
EOG091G08IJ	Duplicated	tig00086580	1386	19966	293.9	277
EOG091G08JE	Missing
EOG091G08JG	Complete	tig00017459	38532	67114	302.4	298
EOG091G08L8	Missing
EOG091G08LT	Duplicated	tig00016116	66029	73232	314.2	248
EOG091G08LT	Duplicated	tig00016125	10173	27675	276.4	241
EOG091G08NN	Complete	tig00083548	873000	896071	441.2	313
EOG091G08O3	Missing
EOG091G08PW	Complete	tig00042071	13849	28007	372.2	361
EOG091G08R8	Complete	tig00037408	4636	30194	349.5	368
EOG091G08RU	Complete	tig00024295	3656	34862	501.1	352
EOG091G08SM	Complete	tig00005288	173695	201828	363.3	294
EOG091G08UU	Complete	tig00003282	104300	117621	248.1	192
EOG091G08V8	Complete	tig00001054	86581	108810	293.8	335
EOG091G08VB	Complete	tig00083754	255441	280193	596.8	539
EOG091G08Y9	Complete	tig00002510	229480	234804	249.4	201
EOG091G08ZG	Complete	tig00084146	218580	237544	271.0	285
EOG091G08ZR	Complete	tig00084192	225572	237499	452.8	337
EOG091G090D	Complete	tig00000950	711853	725712	412.5	324
EOG091G095O	Missing
EOG091G096V	Complete	tig00029249	33781	49489	476.7	334
EOG091G0977	Fragmented	tig00062287	9596	18140	190.0	148
EOG091G0990	Complete	tig00016798	52321	68262	244.5	303
EOG091G099D	Missing
EOG091G09BP	Complete	tig00084073	33575	71636	431.7	324
EOG091G09D8	Complete	tig00088146	17660	38395	236.3	233
EOG091G09FV	Complete	tig00013809	43919	69989	532.2	293
EOG091G09GA	Complete	tig00009885	4	29062	313.2	335
EOG091G09GO	Complete	tig00001255	191767	196291	515.2	292
EOG091G09HG	Complete	tig00005426	1804	17977	336.6	287
EOG091G09HR	Complete	tig00000386	307867	315691	417.5	284
EOG091G09IW	Complete	tig00056500	7358	23084	210.2	311
EOG091G09J7	Missing
EOG091G09KI	Complete	tig00022468	29901	40263	225.1	185
EOG091G09KK	Complete	tig00020013	16318	39454	477.3	389
EOG091G09KX	Missing
EOG091G09L6	Duplicated	tig00046114	7606	24430	185.1	158
EOG091G09L6	Duplicated	tig00379406	15876	23654	178.6	158
EOG091G09MD	Complete	tig00011411	53279	72734	421.1	304
EOG091G09MU	Missing
EOG091G09O7	Complete	tig00023920	15425	36223	97.9	231
EOG091G09Q2	Missing
EOG091G09QO	Complete	tig00083837	79883	83695	254.6	243
EOG091G09R0	Complete	tig00012632	76782	100087	226.3	207
EOG091G09RJ	Complete	tig00039340	40151	47127	189.6	196
EOG091G09SS	Complete	tig00028199	8196	25716	301.5	259
EOG091G09T3	Complete	tig00001787	85561	94019	427.6	311
EOG091G09T6	Complete	tig00001289	139508	152806	348.9	424
EOG091G09U9	Complete	tig00062496	4097	10985	635.3	371
EOG091G09UA	Complete	tig00088037	70	22325	212.2	223
EOG091G09UB	Complete	tig00022435	34669	59791	409.5	356
EOG091G09V2	Complete	tig00002244	200585	215344	455.0	383
EOG091G09YB	Missing
EOG091G0A0M	Complete	tig00015813	7645	19615	179.3	165
EOG091G0A19	Missing
EOG091G0A27	Missing
EOG091G0A2I	Complete	tig00036037	17856	22455	568.6	296
EOG091G0A2L	Missing
EOG091G0A5N	Complete	tig00083885	91196	107395	381.8	297
EOG091G0A79	Complete	tig00049198	3775	13925	328.5	311
EOG091G0A98	Complete	tig00375369	58820	64346	322.5	254
EOG091G0AE2	Complete	tig00001015	82439	86177	452.8	315
EOG091G0AE9	Complete	tig00020367	23679	32792	427.0	276
EOG091G0AEH	Complete	tig00004995	134046	154383	193.2	195
EOG091G0AEL	Complete	tig00048573	972	20152	462.9	281
EOG091G0AFP	Complete	tig00084851	82954	89966	356.5	197
EOG091G0AGM	Complete	tig00000344	744562	748788	299.0	256
EOG091G0AGT	Duplicated	tig00019008	34521	55257	240.8	288
EOG091G0AGT	Duplicated	tig00020008	28382	51096	227.9	258
EOG091G0AHJ	Fragmented	tig00005685	82706	104326	205.1	115
EOG091G0AI5	Complete	tig00083840	698137	726607	490.8	485
EOG091G0AJ6	Missing
EOG091G0AKM	Complete	tig00084412	46410	63740	469.9	312
EOG091G0AKW	Complete	tig00017356	22593	42467	520.1	344
EOG091G0AO6	Duplicated	tig00008480	18007	30846	401.1	252
EOG091G0AO6	Duplicated	tig00088270	8663	24195	411.0	252
EOG091G0AOO	Missing
EOG091G0AQA	Fragmented	tig00062425	1	10895	115.5	74
EOG091G0ARE	Complete	tig00084071	63641	102867	351.2	442
EOG091G0ARL	Complete	tig00085066	134525	141271	281.2	267
EOG091G0AU6	Complete	tig00016409	11916	17042	261.6	243
EOG091G0AVA	Complete	tig00378021	3386	10575	296.1	256
EOG091G0AVP	Complete	tig00003121	7473	35857	389.6	347
EOG091G0AVW	Complete	tig00085126	89301	94173	291.4	306
EOG091G0AX1	Complete	tig00084935	15153	38227	208.6	230
EOG091G0AYM	Duplicated	tig00010177	26560	31366	354.8	281
EOG091G0AYM	Duplicated	tig00010177	58316	61486	348.7	280
EOG091G0AYM	Duplicated	tig00051362	1072	3995	354.7	282
EOG091G0AZ7	Missing
EOG091G0AZV	Complete	tig00016472	40074	67281	229.6	219
EOG091G0B27	Complete	tig00010609	19015	28328	439.6	331
EOG091G0B2N	Complete	tig00016466	29129	65100	454.7	257
EOG091G0B9B	Complete	tig00084262	73930	80966	362.4	259
EOG091G0B9T	Complete	tig00000189	146038	193187	510.9	283
EOG091G0BAG	Duplicated	tig00065463	4322	12375	201.9	118
EOG091G0BAG	Duplicated	tig00087031	26311	43093	204.9	118
EOG091G0BAM	Complete	tig00376091	35394	37071	514.1	249
EOG091G0BBO	Complete	tig00083627	315716	339808	417.7	225
EOG091G0BCO	Complete	tig00037261	6607	10655	282.4	202
EOG091G0BDT	Duplicated	tig00034375	1382	9225	344.2	203
EOG091G0BDT	Duplicated	tig00044643	4716	16358	344.2	203
EOG091G0BED	Complete	tig00003907	22021	85059	213.1	194
EOG091G0BG4	Complete	tig00026121	456	14719	252.2	226
EOG091G0BHP	Complete	tig00022164	43538	69332	583.2	303
EOG091G0BHV	Complete	tig00083975	117198	121037	344.0	238
EOG091G0BKI	Fragmented	tig00043830	15826	20205	92.2	120
EOG091G0BKR	Duplicated	tig00011876	43436	61908	465.7	287
EOG091G0BKR	Duplicated	tig00024520	38024	50411	492.0	287
EOG091G0BKX	Missing
EOG091G0BKZ	Missing
EOG091G0BL9	Complete	tig00086435	54748	82982	456.4	248
EOG091G0BN4	Missing
EOG091G0BNI	Missing
EOG091G0BPU	Missing
EOG091G0BPX	Complete	tig00026205	7530	27075	248.6	257
EOG091G0BQF	Complete	tig00084458	1646	29828	534.2	331
EOG091G0BTX	Complete	tig00003127	67227	90288	418.3	236
EOG091G0BUD	Fragmented	tig00064735	1506	18473	39.5	60
EOG091G0BUH	Complete	tig00005816	104489	114010	422.8	248
EOG091G0BWJ	Complete	tig00012420	13336	32530	105.5	222
EOG091G0BX3	Complete	tig00083860	176185	194406	423.1	518
EOG091G0C2M	Missing
EOG091G0C2Z	Missing
EOG091G0C6I	Complete	tig00048838	2503	17085	300.8	356
EOG091G0C7Y	Complete	tig00375140	23497	30297	414.9	266
EOG091G0C84	Complete	tig00002234	4166	12703	398.8	246
EOG091G0C8H	Complete	tig00027825	24427	31657	414.8	327
EOG091G0C9Y	Complete	tig00012648	9561	36553	312.6	251
EOG091G0CAR	Complete	tig00014428	32341	42646	512.7	279
EOG091G0CEG	Complete	tig00011048	47336	55374	311.8	225
EOG091G0CEK	Duplicated	tig00008189	14566	26376	268.8	253
EOG091G0CEK	Duplicated	tig00037552	11757	31265	269.1	274
EOG091G0CEW	Complete	tig00084640	52649	60887	315.9	232
EOG091G0CF7	Fragmented	tig00084935	466	27054	65.7	66
EOG091G0CFP	Complete	tig00039594	16489	26785	308.8	227
EOG091G0CGO	Missing
EOG091G0CH6	Duplicated	tig00002922	60556	94219	227.3	285
EOG091G0CH6	Duplicated	tig00377433	26426	28517	264.0	288
EOG091G0CID	Fragmented	tig00084898	257679	268649	151.4	123
EOG091G0CLR	Missing
EOG091G0CMN	Missing
EOG091G0CNT	Complete	tig00001760	314261	324637	337.4	242
EOG091G0COC	Complete	tig00018828	18759	38571	431.8	301
EOG091G0CQ2	Complete	tig00001058	202494	224311	316.7	227
EOG091G0CR4	Missing
EOG091G0CSZ	Complete	tig00020230	21340	28239	270.4	174
EOG091G0CTG	Complete	tig00006468	17167	60573	333.0	228
EOG091G0CTU	Missing
EOG091G0CW2	Complete	tig00007446	36276	40271	364.5	259
EOG091G0CXE	Missing
EOG091G0CZX	Duplicated	tig00007186	29620	31576	303.9	196
EOG091G0CZX	Duplicated	tig00376181	74362	82379	290.2	186
EOG091G0D04	Complete	tig00050187	13866	20181	262.2	187
EOG091G0D0D	Missing
EOG091G0D0W	Complete	tig00083504	577424	617240	212.9	245
EOG091G0D26	Duplicated	tig00006989	30237	36188	360.1	229
EOG091G0D26	Duplicated	tig00008328	118819	128757	360.1	229
EOG091G0D4N	Complete	tig00006435	24340	31145	392.6	342
EOG091G0D7V	Missing
EOG091G0D8I	Complete	tig00054798	1	22015	136.2	156
EOG091G0D8N	Complete	tig00088575	26241	46888	285.4	319
EOG091G0DBF	Duplicated	tig00006677	123750	133901	532.6	399
EOG091G0DBF	Duplicated	tig00012018	27776	34061	532.8	399
EOG091G0DBF	Duplicated	tig00021606	14763	23315	479.9	399
EOG091G0DLW	Complete	tig00374983	139736	156442	346.2	315
EOG091G0DND	Complete	tig00030132	50684	63722	346.6	283
EOG091G0DPL	Complete	tig00374960	463401	469983	179.1	140
EOG091G0DQ3	Complete	tig00001054	273864	284121	178.6	140
EOG091G0DQS	Missing
EOG091G0DQT	Complete	tig00032849	22940	29489	385.1	286
EOG091G0DRZ	Duplicated	tig00018956	5946	26181	208.0	176
EOG091G0DRZ	Duplicated	tig00086083	49014	56960	209.9	177
EOG091G0DTB	Complete	tig00016022	44383	52536	327.0	230
EOG091G0DTD	Complete	tig00016018	47718	68143	206.2	221
EOG091G0DTE	Complete	tig00084405	166785	185069	387.6	238
EOG091G0DTP	Complete	tig00084602	157164	160449	314.4	231
EOG091G0DUX	Complete	tig00000576	202104	217260	316.1	220
EOG091G0DVQ	Fragmented	tig00020370	34615	59142	226.6	127
EOG091G0DWW	Missing
EOG091G0DXC	Complete	tig00086452	33702	44595	154.2	157
EOG091G0DXE	Complete	tig00027553	36057	39723	306.6	343
EOG091G0DXP	Fragmented	tig00086014	1	23975	101.3	70
EOG091G0DXV	Complete	tig00087189	4694	17555	479.7	339
EOG091G0DYU	Complete	tig00024984	17737	34515	231.8	234
EOG091G0DYW	Missing
EOG091G0E06	Complete	tig00025063	13889	19745	258.3	186
EOG091G0E11	Complete	tig00024520	3366	21965	187.0	215
EOG091G0E2R	Complete	tig00375039	47815	49593	352.9	248
EOG091G0E2X	Complete	tig00026177	15253	21206	157.5	166
EOG091G0E3F	Complete	tig00052111	8343	20945	325.6	270
EOG091G0E3V	Complete	tig00013431	76437	96261	246.7	251
EOG091G0E5O	Duplicated	tig00005939	177854	189269	424.6	283
EOG091G0E5O	Duplicated	tig00087241	12493	32850	433.9	285
EOG091G0E5P	Complete	tig00375560	60733	95127	226.8	185
EOG091G0E7S	Complete	tig00000758	776836	793679	442.7	269
EOG091G0E8J	Complete	tig00377340	23695	40710	223.0	180
EOG091G0EA2	Complete	tig00010225	50393	58770	193.5	145
EOG091G0EAF	Fragmented	tig00084127	413124	431260	185.6	131
EOG091G0EBA	Complete	tig00001900	13624	21118	33.3	287
EOG091G0EH8	Complete	tig00016784	892	5706	200.3	106
EOG091G0EHF	Complete	tig00375674	42649	60632	485.4	298
EOG091G0EHY	Duplicated	tig00000359	670805	686603	315.5	225
